"birth"	"ts"	"remark"	"geoOrigin"	"parentId"	"QCStateLabel"	"medical"	"performedby"	"Description"	"gender"	"cage"	"prepaid"	"departdate"	"status"	"death"	"hold"	"sire"	"avail"	"project"	"calculated_status"	"dam"	"enddate"	"requestid"	"objectid"	"tbdate"	"room"	"weight"	"taskid"	"date"	"cond"	"Id"	"arrivedate"	"species"	"origin"	"wdate"	"v_status"	"account"
"2008-09-29 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"m"	"6217224"	""	""	"alive"	""	""	"6974794"	"u"	""	"Alive"	"4343642"	""	""	"540e311c-b956-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"5.74"	""	"2008-09-29 00:00:00.0"	"p"	"test4935165"	""	"Rhesus"	"neque"	"2011-06-02 14:45:29.0"	"SPF"	""
"2008-10-19 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"f"	"4823741"	""	""	"alive"	""	""	"731544"	"u"	""	"Alive"	"9652404"	""	""	"f8f8926e-7aae-102e-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.82"	""	"2008-10-19 00:00:00.0"	"p"	"test3843301"	""	"Rhesus"	"a ullamcorper"	"2011-06-02 14:45:29.0"	"SPF"	""
"2008-10-28 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"f"	"4823741"	""	""	"alive"	""	""	"9468964"	"u"	""	"Alive"	"1636539"	""	""	"f47da6ac-7aae-102e-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.66"	""	"2008-10-28 00:00:00.0"	"p"	"test8533200"	""	"Rhesus"	"justo"	"2011-06-02 14:45:29.0"	"Not Defined"	""
"2008-11-27 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"f"	"2356557"	""	""	"alive"	""	""	"731451"	"ab"	""	"Alive"	"1712704"	""	""	"dbea7ea5-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.18"	""	"2008-11-27 00:00:00.0"	"p"	"test7407382"	""	"Rhesus"	"id duis"	"2011-06-02 14:45:29.0"	"SPF"	""
"2009-02-21 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"f"	"2356557"	""	""	"alive"	""	""	"2138172"	"ab"	""	"Alive"	"2712656"	""	""	"dbed0709-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"4.44"	""	"2009-02-21 00:00:00.0"	"p"	"test5598475"	""	"Rhesus"	"diam"	"2011-06-02 14:45:29.0"	"SPF"	""
"2009-02-24 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"m"	"3229246"	""	""	"alive"	""	""	"4891303"	"u"	""	"Alive"	"8982969"	""	""	"dbf323d9-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"4.7"	""	"2009-02-24 00:00:00.0"	"p"	"test1684145"	""	"Rhesus"	"est"	"2011-06-02 14:45:29.0"	"Not Defined"	""
"2009-02-28 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	"partial right leg amputation"	""	""	"f"	"396352"	""	""	"alive"	""	""	"9819418"	"u"	""	"Alive"	"3066209"	""	""	"dbecf779-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.74"	""	"2009-02-28 00:00:00.0"	"p"	"test4945025"	""	"Rhesus"	"in ultricies"	"2011-06-02 14:45:29.0"	"SPF"	""
"2009-04-25 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"f"	"1957452"	""	""	"alive"	""	""	"4778953"	"ab"	""	"Alive"	"690232"	""	""	"dbedf404-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.46"	""	"2009-04-25 00:00:00.0"	"p"	"test3137998"	""	"Rhesus"	"mauris"	"2011-06-02 14:45:29.0"	"Not Defined"	""
"2009-04-27 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"f"	"1957452"	""	""	"alive"	""	""	"2042908"	"ab"	""	"Alive"	"838626"	""	""	"dbeda7ec-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.62"	""	"2009-04-27 00:00:00.0"	"p"	"test7151371"	""	"Rhesus"	"fusce"	"2011-06-02 14:45:29.0"	"Not Defined"	""
"2009-05-13 00:00:00.0"	"2011-07-11 07:59:03.0"	""	""	""	"Completed"	""	""	""	"f"	"396352"	""	""	"alive"	""	""	"2340390"	"ab"	""	"Alive"	"4257883"	""	""	"dbee075a-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.5"	""	"2009-05-13 00:00:00.0"	"p"	"test5158984"	""	"Rhesus"	"amet"	"2011-06-02 14:45:29.0"	"Not Defined"	""
"2009-05-24 00:00:00.0"	"2011-08-04 07:35:59.0"	""	""	""	"Completed"	""	""	""	"f"	"4434662"	""	""	"alive"	""	""	"2480492"	"u"	""	"Alive"	"2001039"	""	""	"dbee8909-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.54"	""	"2009-05-24 00:00:00.0"	"p"	"test5131891"	""	"Rhesus"	"sociosqu"	"2011-06-02 14:45:29.0"	"Not Defined"	""
"2009-05-27 00:00:00.0"	"2011-08-04 07:35:26.0"	""	""	""	"Completed"	""	""	""	"f"	"4434662"	""	""	"alive"	""	""	"9468964"	"ab"	""	"Alive"	"6954679"	""	""	"dbee30d4-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-08 00:00:00.0"	"9288603"	"3.58"	""	"2009-05-27 00:00:00.0"	"p"	"test5409620"	""	"Rhesus"	"ipsum"	"2011-06-02 14:45:29.0"	"Not Defined"	""
"2009-06-04 00:00:00.0"	"2011-05-23 14:39:40.0"	""	""	""	"Completed"	""	""	""	"m"	"2003644"	""	""	"d-expr"	"2011-05-23 00:00:00.0"	""	"2042908"	"ar"	""	"Dead"	"7257197"	""	""	"dbee90d4-b8ba-102d-8c2a-9926f351b9ae"	"2011-01-11 00:00:00.0"	"2043365"	"2.97"	""	"2009-06-04 00:00:00.0"	"p"	"test9118022"	""	"Rhesus"	"at sapien"	"2011-05-23 10:29:00.0"	"Not Defined"	""
"2009-06-25 00:00:00.0"	"2011-09-15 15:40:28.0"	""	""	""	"Completed"	""	""	""	"m"	"9742026"	""	""	"alive"	""	""	"9503086"	"u"	""	"Alive"	"6100597"	""	""	"dbeea589-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-11 00:00:00.0"	"2043365"	"3.18"	""	"2009-06-25 00:00:00.0"	"p"	"test3771679"	""	"Rhesus"	"posuere"	"2011-06-28 09:56:00.0"	"Not Defined"	""
"2009-07-22 00:00:00.0"	"2011-09-15 15:40:35.0"	""	""	""	"Completed"	""	""	""	"m"	"9742026"	""	""	"alive"	""	""	""	"u"	""	"Alive"	"4597773"	""	""	"db3c9a34-7aae-102e-8c2a-9926f351b9ae"	"2011-07-11 00:00:00.0"	"2043365"	"3.69"	""	"2009-07-22 00:00:00.0"	"p"	"test4037096"	""	"Rhesus"	"lectus"	"2011-06-28 09:50:00.0"	"Not Defined"	""
"2009-08-02 00:00:00.0"	"2011-06-20 17:56:53.0"	""	""	""	"Completed"	""	""	""	"m"	"4420023"	""	""	"d-expr"	"2011-06-20 00:00:00.0"	""	"731544"	"ar"	""	"Dead"	"1256797"	""	""	"e1bbef52-7aae-102e-8c2a-9926f351b9ae"	"2011-01-18 00:00:00.0"	"297144"	"3.57"	""	"2009-08-02 00:00:00.0"	"p"	"test1441142"	""	"Rhesus"	"ullamcorper"	"2011-06-20 10:03:00.0"	"Not Defined"	""
"2009-08-03 00:00:00.0"	"2011-06-06 16:05:05.0"	""	""	""	"Completed"	""	""	""	"m"	"4434662"	""	""	"d-expr"	"2011-06-06 00:00:00.0"	""	"6512707"	"ar"	""	"Dead"	"9681212"	""	""	"dbefb914-b8ba-102d-8c2a-9926f351b9ae"	"2011-01-18 00:00:00.0"	"297144"	"3.56"	""	"2009-08-03 00:00:00.0"	"p"	"test1099252"	""	"Rhesus"	"semper"	"2011-06-06 09:00:00.0"	"Not Defined"	""
"2009-08-10 00:00:00.0"	"2011-06-14 14:11:40.0"	""	""	""	"Completed"	""	""	""	"m"	"6217224"	""	""	"d-expr"	"2011-06-14 00:00:00.0"	""	"57307"	"ar"	""	"Dead"	"7166552"	""	""	"dbefd067-b8ba-102d-8c2a-9926f351b9ae"	"2011-01-18 00:00:00.0"	"2043365"	"3.73"	""	"2009-08-10 00:00:00.0"	"p"	"test1020148"	""	"Rhesus"	"sed"	"2011-06-14 08:45:00.0"	"Not Defined"	""
"2009-11-06 00:00:00.0"	"2011-07-27 16:58:48.0"	""	""	""	"Completed"	""	""	""	"m"	"100172"	""	""	"alive"	""	""	"731544"	"u"	""	"Alive"	"6914348"	""	""	"2a289dee-ceb7-102e-8c2a-9926f351b9ae"	"2011-07-20 00:00:00.0"	"9625074"	"2.86"	""	"2009-11-06 00:00:00.0"	"p"	"test1112911"	""	"Rhesus"	"neque"	"2011-06-01 09:40:00.0"	"Not Defined"	""
"2009-11-09 00:00:00.0"	"2011-07-20 14:26:06.0"	""	""	""	"Completed"	""	""	""	"m"	"778520"	""	""	"alive"	""	""	"3686702"	"ab"	""	"Alive"	"9719847"	""	""	"dbf1497e-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-20 00:00:00.0"	"9625074"	"2.75"	""	"2009-11-09 00:00:00.0"	"p"	"test727088"	""	"Rhesus"	"vestibulum"	"2011-06-01 09:40:00.0"	"Not Defined"	""
"2009-12-14 00:00:00.0"	"2011-07-27 14:27:43.0"	""	""	""	"Completed"	""	""	""	"m"	"8420664"	""	""	"d-expr"	"2011-07-27 00:00:00.0"	""	"4434585"	"ar"	""	"Dead"	"7877112"	""	""	"1e44fd4c-ceb7-102e-8c2a-9926f351b9ae"	"2011-07-20 00:00:00.0"	"9625074"	"3.2"	""	"2009-12-14 00:00:00.0"	"p"	"test3224553"	""	"Rhesus"	"vitae"	"2011-07-27 08:52:00.0"	"Not Defined"	""
"2010-01-02 00:00:00.0"	"2011-08-19 18:31:47.0"	""	""	""	"Completed"	""	""	""	"m"	"778520"	""	""	"alive"	""	""	"4434585"	"u"	""	"Alive"	"5968093"	""	""	"dbf17337-b8ba-102d-8c2a-9926f351b9ae"	"2011-07-20 00:00:00.0"	"9625074"	"2.81"	""	"2010-01-02 00:00:00.0"	"p"	"test3621582"	""	"Rhesus"	"nibh"	"2011-05-10 07:15:00.0"	"Not Defined"	""
"2010-09-10 00:00:00.0"	"2011-09-06 09:01:42.0"	""	""	""	"Completed"	""	""	""	"f"	"1957452"	""	""	"alive"	"2011-09-20 00:00:00.0"	""	"9516255"	"ar"	""	"Dead"	"7773678"	""	""	"b6ea43a9-7ae3-102e-8c2a-9926f351b9ae"	"2011-07-06 00:00:00.0"	"1737046"	"1.36"	""	"2010-09-10 00:00:00.0"	"p"	"test6700530"	""	"Rhesus"	"proin"	"2011-05-31 10:10:00.0"	"Not Defined"	""
"2010-09-16 00:00:00.0"	"2011-08-19 18:37:58.0"	""	""	""	"Completed"	""	""	""	"m"	"4962187"	""	""	"alive"	""	""	"2568235"	"u"	""	"Alive"	"5961588"	""	""	"bf724052-7ae3-102e-8c2a-9926f351b9ae"	"2011-07-06 00:00:00.0"	"5217677"	"2.08"	""	"2010-09-16 00:00:00.0"	"g"	"test6208376"	""	"Rhesus"	"porta"	"2011-05-31 10:10:00.0"	"Not Defined"	""
"2010-10-12 00:00:00.0"	"2011-08-29 15:31:57.0"	""	""	""	"Completed"	""	""	""	"f"	"8494027"	""	""	"alive"	""	""	"5542511"	"ab"	""	"Alive"	"7014152"	""	""	"9d16f7ba-cb9d-102e-8c2a-9926f351b9ae"	"2011-07-06 00:00:00.0"	"2341092"	"1.67"	""	"2010-10-12 00:00:00.0"	"g"	"test9195996"	""	"Rhesus"	"suspendisse"	"2011-06-06 11:00:00.0"	"Not Defined"	""
"2010-10-14 00:00:00.0"	"2011-08-29 15:31:40.0"	""	""	""	"Completed"	""	""	""	"m"	"8494027"	""	""	"alive"	""	""	"9516255"	"u"	""	"Alive"	"8739374"	""	""	"d04083dc-633b-102e-8c2a-9926f351b9ae"	"2011-07-06 00:00:00.0"	"2341092"	"1.64"	""	"2010-10-14 00:00:00.0"	"g"	"test8976544"	""	"Rhesus"	"purus"	"2011-06-06 11:00:00.0"	"Not Defined"	""
"2010-10-29 00:00:00.0"	"2011-08-29 15:31:33.0"	""	""	""	"Completed"	""	""	""	"f"	"8494027"	""	""	"alive"	""	""	"5748235"	"ab"	""	"Alive"	"3694890"	""	""	"d5fc5c02-633b-102e-8c2a-9926f351b9ae"	"2011-07-06 00:00:00.0"	"2341092"	"1.74"	""	"2010-10-29 00:00:00.0"	"g"	"test3844307"	""	"Rhesus"	"cum"	"2011-06-06 11:00:00.0"	"Not Defined"	""
"1995-07-27 00:00:00.0"	"2011-08-15 09:30:27.0"	""	""	""	"Completed"	"siv+"	""	""	"f"	"4434662"	""	""	"alive"	""	""	"9794992"	"arv"	""	"Alive"	"7672314"	""	""	"7cdeed0a-d038-102d-8c2a-9926f351b9ae"	"2011-07-22 00:00:00.0"	"6824778"	"10.35"	""	"1995-07-27 00:00:00.0"	"s"	"test2312318"	""	"Rhesus"	"ullamcorper"	"2011-08-15 06:30:00.0"	"Not Defined"	""
"1985-05-02 00:00:00.0"	"2011-06-24 14:25:45.0"	""	""	""	"Completed"	""	""	""	"m"	"5426015"	""	""	"d-othr"	"2011-06-24 00:00:00.0"	""	"5409336"	"ant"	""	"Dead"	"3784452"	""	""	"dbebf720-b8ba-102d-8c2a-9926f351b9ae"	"2011-01-11 00:00:00.0"	"170990"	"8.44"	""	"1985-05-02 00:00:00.0"	"s"	"test1993532"	"2000-11-11 08:00:00.0"	"Rhesus"	"turpis"	"2011-06-24 00:00:00.0"	"SPF"	""
